date,state,syndrome,cases_reported,population_coverage,data_source,incidence_rate,cases_7d_avg,pct_change
2025-07-28,CA,COVID,598,100000.0,Clinical,598.0,598.0,
2025-07-29,CA,COVID,636,100000.0,Clinical,636.0,617.0,0.0635451505016722
2025-07-30,CA,COVID,624,100000.0,Clinical,624.0,619.3333333333334,-0.018867924528301883
2025-07-31,CA,COVID,602,100000.0,Clinical,602.0,615.0,-0.03525641025641024
2025-08-01,CA,COVID,629,100000.0,Clinical,629.0,617.8,0.04485049833887045
2025-08-02,CA,COVID,614,100000.0,Clinical,614.0,617.1666666666666,-0.02384737678855331
2025-08-03,CA,COVID,591,100000.0,Clinical,591.0,613.4285714285714,-0.037459283387622166
2025-08-04,CA,COVID,564,100000.0,Clinical,564.0,608.5714285714286,-0.045685279187817285
2025-08-05,CA,COVID,550,100000.0,Clinical,550.0,596.2857142857143,-0.024822695035460973
2025-08-06,CA,COVID,594,100000.0,Clinical,594.0,592.0,0.08000000000000007
2025-08-07,CA,COVID,552,100000.0,Clinical,552.0,584.8571428571429,-0.07070707070707072
2025-08-08,CA,COVID,582,100000.0,Clinical,582.0,578.1428571428571,0.05434782608695654
2025-08-09,CA,COVID,520,100000.0,Clinical,520.0,564.7142857142857,-0.10652920962199308
2025-08-10,CA,COVID,552,100000.0,Clinical,552.0,559.1428571428571,0.06153846153846154
2025-08-11,CA,COVID,536,100000.0,Clinical,536.0,555.1428571428571,-0.02898550724637683
2025-08-12,CA,COVID,526,100000.0,Clinical,526.0,551.7142857142857,-0.018656716417910446
2025-08-13,CA,COVID,533,100000.0,Clinical,533.0,543.0,0.013307984790874583
2025-08-14,CA,COVID,532,100000.0,Clinical,532.0,540.1428571428571,-0.0018761726078799779
2025-08-15,CA,COVID,515,100000.0,Clinical,515.0,530.5714285714286,-0.03195488721804507
2025-08-16,CA,COVID,528,100000.0,Clinical,528.0,531.7142857142857,0.025242718446601975
2025-08-17,CA,COVID,523,100000.0,Clinical,523.0,527.5714285714286,-0.009469696969697017
2025-08-18,CA,COVID,519,100000.0,Clinical,519.0,525.1428571428571,-0.007648183556405397
2025-08-19,CA,COVID,469,100000.0,Clinical,469.0,517.0,-0.09633911368015413
2025-08-20,CA,COVID,516,100000.0,Clinical,516.0,514.5714285714286,0.10021321961620466
2025-08-21,CA,COVID,492,100000.0,Clinical,492.0,508.85714285714283,-0.046511627906976716
2025-08-22,CA,COVID,433,100000.0,Clinical,432.99999999999994,497.14285714285717,-0.11991869918699183
2025-08-23,CA,COVID,493,100000.0,Clinical,493.00000000000006,492.14285714285717,0.1385681293302541
2025-08-24,CA,COVID,468,100000.0,Clinical,468.0,484.2857142857143,-0.05070993914807298
2025-08-25,CA,COVID,483,100000.0,Clinical,483.0,479.14285714285717,0.03205128205128216
2025-08-26,CA,COVID,450,100000.0,Clinical,449.99999999999994,476.42857142857144,-0.06832298136645965
2025-08-27,CA,COVID,462,100000.0,Clinical,462.0,468.7142857142857,0.026666666666666616
2025-08-28,CA,COVID,465,100000.0,Clinical,464.99999999999994,464.85714285714283,0.006493506493506551
2025-08-29,CA,COVID,490,100000.0,Clinical,490.0,473.0,0.053763440860215006
2025-08-30,CA,COVID,447,100000.0,Clinical,447.0,466.42857142857144,-0.08775510204081638
2025-08-31,CA,COVID,464,100000.0,Clinical,464.0,465.85714285714283,0.03803131991051445
2025-09-01,CA,COVID,451,100000.0,Clinical,451.0,461.2857142857143,-0.028017241379310387
2025-09-02,CA,COVID,410,100000.0,Clinical,410.00000000000006,455.57142857142856,-0.09090909090909094
2025-09-03,CA,COVID,441,100000.0,Clinical,441.0,452.57142857142856,0.07560975609756104
2025-09-04,CA,COVID,441,100000.0,Clinical,441.0,449.14285714285717,0.0
2025-09-05,CA,COVID,456,100000.0,Clinical,456.0,444.2857142857143,0.03401360544217691
2025-09-06,CA,COVID,435,100000.0,Clinical,434.99999999999994,442.57142857142856,-0.046052631578947345
2025-09-07,CA,COVID,430,100000.0,Clinical,430.0,437.7142857142857,-0.011494252873563204
2025-09-08,CA,COVID,424,100000.0,Clinical,424.0,433.85714285714283,-0.013953488372092981
2025-09-09,CA,COVID,408,100000.0,Clinical,408.00000000000006,433.57142857142856,-0.037735849056603765
2025-09-10,CA,COVID,442,100000.0,Clinical,442.00000000000006,433.7142857142857,0.08333333333333326
2025-09-11,CA,COVID,425,100000.0,Clinical,425.00000000000006,431.42857142857144,-0.038461538461538436
2025-09-12,CA,COVID,430,100000.0,Clinical,430.0,427.7142857142857,0.0117647058823529
2025-09-13,CA,COVID,410,100000.0,Clinical,410.00000000000006,424.14285714285717,-0.046511627906976716
2025-09-14,CA,COVID,383,100000.0,Clinical,383.0,417.42857142857144,-0.06585365853658531
2025-09-15,CA,COVID,408,100000.0,Clinical,408.00000000000006,415.14285714285717,0.06527415143603132
2025-09-16,CA,COVID,440,100000.0,Clinical,440.0,419.7142857142857,0.07843137254901955
2025-09-17,CA,COVID,458,100000.0,Clinical,458.0,422.0,0.040909090909091006
2025-09-18,CA,COVID,407,100000.0,Clinical,407.0,419.42857142857144,-0.111353711790393
2025-09-19,CA,COVID,386,100000.0,Clinical,386.0,413.14285714285717,-0.051597051597051635
2025-09-20,CA,COVID,449,100000.0,Clinical,449.0,418.7142857142857,0.16321243523316054
2025-09-21,CA,COVID,389,100000.0,Clinical,389.0,419.57142857142856,-0.13363028953229394
2025-09-22,CA,COVID,418,100000.0,Clinical,417.99999999999994,421.0,0.07455012853470433
2025-09-23,CA,COVID,382,100000.0,Clinical,382.0,412.7142857142857,-0.0861244019138756
2025-09-24,CA,COVID,431,100000.0,Clinical,430.99999999999994,408.85714285714283,0.12827225130890052
2025-09-25,CA,COVID,397,100000.0,Clinical,396.99999999999994,407.42857142857144,-0.07888631090487241
2025-09-26,CA,COVID,381,100000.0,Clinical,381.0,406.7142857142857,-0.04030226700251893
2025-09-27,CA,COVID,379,100000.0,Clinical,379.0,396.7142857142857,-0.005249343832021025
2025-09-28,CA,COVID,417,100000.0,Clinical,417.0,400.7142857142857,0.10026385224274414
2025-09-29,CA,COVID,364,100000.0,Clinical,364.0,393.0,-0.12709832134292565
2025-09-30,CA,COVID,424,100000.0,Clinical,424.0,399.0,0.16483516483516492
2025-10-01,CA,COVID,366,100000.0,Clinical,366.0,389.7142857142857,-0.1367924528301887
2025-10-02,CA,COVID,401,100000.0,Clinical,400.99999999999994,390.2857142857143,0.09562841530054644
2025-10-03,CA,COVID,390,100000.0,Clinical,390.0,391.57142857142856,-0.027431421446383997
2025-10-04,CA,COVID,401,100000.0,Clinical,400.99999999999994,394.7142857142857,0.028205128205128105
2025-10-05,CA,COVID,427,100000.0,Clinical,427.00000000000006,396.14285714285717,0.06483790523690769
2025-10-06,CA,COVID,360,100000.0,Clinical,360.0,395.57142857142856,-0.15690866510538637
2025-10-07,CA,COVID,382,100000.0,Clinical,382.0,389.57142857142856,0.061111111111111116
2025-10-08,CA,COVID,391,100000.0,Clinical,391.0,393.14285714285717,0.023560209424083878
2025-10-09,CA,COVID,410,100000.0,Clinical,410.00000000000006,394.42857142857144,0.04859335038363177
2025-10-10,CA,COVID,441,100000.0,Clinical,441.0,401.7142857142857,0.07560975609756104
2025-10-11,CA,COVID,372,100000.0,Clinical,372.0,397.57142857142856,-0.15646258503401356
2025-10-12,CA,COVID,375,100000.0,Clinical,375.0,390.14285714285717,0.008064516129032251
2025-10-13,CA,COVID,425,100000.0,Clinical,425.00000000000006,399.42857142857144,0.1333333333333333
2025-10-14,CA,COVID,414,100000.0,Clinical,413.99999999999994,404.0,-0.025882352941176467
2025-10-15,CA,COVID,383,100000.0,Clinical,383.0,402.85714285714283,-0.0748792270531401
2025-10-16,CA,COVID,427,100000.0,Clinical,427.00000000000006,405.2857142857143,0.11488250652741505
2025-10-17,CA,COVID,454,100000.0,Clinical,454.0,407.14285714285717,0.06323185011709609
2025-10-18,CA,COVID,422,100000.0,Clinical,422.0,414.2857142857143,-0.07048458149779735
2025-10-19,CA,COVID,433,100000.0,Clinical,432.99999999999994,422.57142857142856,0.026066350710900466
2025-10-20,CA,COVID,396,100000.0,Clinical,396.0,418.42857142857144,-0.08545034642032334
2025-10-21,CA,COVID,438,100000.0,Clinical,438.0,421.85714285714283,0.10606060606060597
2025-10-22,CA,COVID,397,100000.0,Clinical,396.99999999999994,423.85714285714283,-0.09360730593607303
2025-10-23,CA,COVID,428,100000.0,Clinical,428.0,424.0,0.07808564231738035
2025-10-24,CA,COVID,459,100000.0,Clinical,459.00000000000006,424.7142857142857,0.07242990654205617
2025-10-25,CA,COVID,420,100000.0,Clinical,420.0,424.42857142857144,-0.08496732026143794
2025-10-26,CA,COVID,466,100000.0,Clinical,466.0,429.14285714285717,0.10952380952380958
2025-10-27,CA,COVID,482,100000.0,Clinical,481.99999999999994,441.42857142857144,0.03433476394849788
2025-10-28,CA,COVID,432,100000.0,Clinical,432.0,440.57142857142856,-0.10373443983402486
